AOS 60,Common Name,Scientific Name,group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size,Global Pop Size#,Pop Size_US-Ca,Pop Size_US-Ca#,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,%GL_WH-b,%WH_US-Ca-b,% Breeding Pop in US & Canada,% Breeding Pop in US & Canada#,%Pop_s,BD-g,BD area,BD-g_s,BD-g_com,ND-g,ND area,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,TN-c,TN-c_s,TN-c_com,PT-c,PT-c_s,PT-c_com,trend (%/yr),trend source,lcl_90%CI,ucl_90%CI,lcl_67%CI,ucl_67%CI,RA,DF,pop change,pop change 90% lcl,pop change 90% ucl,Half-Life,CCS-b,CCS-n,CCS-max,CI,IUCN Red List 2018,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
508,Buff-breasted Sandpiper,Calidris subruficollis,shorebird,Charadriiformes,Scolopacidae,Formerly placed in the genus Tryngites. Monotypic.,1,1,1,1,M,,,4,USSCP 2016,,"56,000",56000,"<56,000",56000,,USSCP 2016,"Shaw 2020: this global estimate presumably includes Russian breeding birds since estimate based on migration surveys, and Russian birds migrate with N. American breeding birds, but could be immaterial based on the small Russian breeding range, so is used for the N. American estimate as well",90,111.0721893,<100,99.96497345,eBrd17(UsCa),3,595395,BirdLife and NatureServe (2012),,2,1502847,BirdLife and NatureServe (2012),,3,USSCP 2016,,4,USSCP 2016,,2,Mig7416,PIFSC-19: common enough species that detections assumed sufficient to assign a 2 for reliable trend (rather than a 3 for unreliable) since PT scoring rubric designed for stationary rather than actively migrating birds,1.78,Mig7416,-0.90,3.65,,,,,59.20,-23.95,237.28,,12,12,12,,NT,,w,Arctic,Temperate South America,Tundra:  Arctic,,Grasslands:  Pampas and Campos,
509,Pectoral Sandpiper,Calidris melanotos,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"1,600,000",1600000,"1,500,000",1500000,2012,"USSCP 2016, Lappo et al. 2012","Shaw 2020: subtracted midpoint of 80,000-145,000 breeders in Arctic Russia (Lappo et al. 2012) from global estimate.  Andres 2020: none really in Europe.",55,,,,"eBrd17(UsCa,WHem), PIF(Glob)",2,1330181,BirdLife and NatureServe (2012),,2,1059647,BirdLife and NatureServe (2012),,3,USSCP 2016,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,3,USSCP 2016,,5,Mig7416,,-1.97,Mig7416,-4.03,-0.22,,,,,-53.40,-75.27,7.39,,13,13,13,Watch List - Yel-D,LC,,w,Arctic,Temperate South America,Wetlands:  Tundra,,Grasslands:  Pampas and Campos,Wetlands:  Seasonally Wet Grasslands
510,Semipalmated Sandpiper,Calidris pusilla,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"2,300,000",2300000,"2,300,000",2300000,,USSCP 2016,,100,98.13587952,100,100,USSCP 2016,2,2589119,BirdLife and NatureServe (2012),,2,1225574,BirdLife and NatureServe (2012),,2,USSCP 2016,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,4,USSCP 2016,,5,Mig7416,,-3.08,Mig7416,-6.27,-0.38,,,,,-65.95,-87.73,47.94,,12,14,14,Watch List - Yel-D,NT,,,Arctic,Neotropical,Wetlands:  Tundra,,Coasts:  Beach and Estuary,
511,Western Sandpiper,Calidris mauri,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"3,500,000",3500000,"3,500,000",3500000,,USSCP 2016,"Shaw 2020: While species occurs in Russia, the pop size is small enough that due to rounding, the US/Canada estimate is effectively the same as the global estimate.  Andres 2019: A few thousand pairs breed in Chukotka (Lappo et al. 2012). Leave as 3.5 million with new information from Yukon Delta.",90,87.71433258,<100,100,USSCP 2016,3,309066,BirdLife and NatureServe (2012),,2,2228231,BirdLife and NatureServe (2012),,2,USSCP 2016,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,4,USSCP 2016,,3,CBC7017,,-0.42,CBC7017,-1.97,1.53,-1.26,0.58,8.07,470,-10.63,-55.55,100.66,,11,12,12,,LC,,w,Arctic,Widespread,Wetlands:  Tundra,,Coasts:  Beach and Estuary,Wetlands:  Seasonally Wet Grasslands
512,Short-billed Dowitcher,Limnodromus griseus,shorebird,Charadriiformes,Scolopacidae,,1,1,1,1,M,,,4,USSCP 2016,,"150,000",150000,"150,000",150000,,USSCP 2016,,100,93.22952271,100,100,USSCP 2016,2,2372728,BirdLife and NatureServe (2012),,2,1676041,BirdLife and NatureServe (2012),,2,USSCP 2016,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,4,USSCP 2016,,4,Mig7416,Unknown for western birds. Large declines in populations wintering in northern South America (B. Andres 2017).,-2.87,Mig7416,-7.44,0.84,,,,,-55.12,-86.67,63.93,,12,14,14,Watch List - Yel-D,LC,,,Arctic,Widespread,Wetlands:  Boreal,,Coasts:  Beach and Estuary,
345,Rufous Hummingbird,Selasphorus rufus,landbird,Apodiformes,Trochilidae,Monotypic.,1,1,1,0,M,,,2,PIFcalc19,,"22,000,000",22000000,"22,000,000",22000000,2010.5,PIFcalc19,,100,99.84580231,99.8458,99.84580231,"bbs0514(UsCa), eBrd17(WHem)",2,1520851,Natureserve 3.0,,4,232723,Natureserve 3.0,,4,Easton-19,"changed due to calibration with TB-r; Easton 2019: In BC, a large proportion breeds at lower elevation, dispersing to higher elevations later in the season, exposing them to multiple impacts of climate change (extreme temperatures, drying). At lower elevations, they are exposed to agricultural pesticides (Graves et al. 2019, Bishop et al. 2018). In hydro right-of-ways, herbicide use and mechanical trimming are extensive, reducing nesting/foraging deciduous habitat.  BC Forest Law (Bill 70) requires stands harvested and replanted after 1987 to have commercial seedlings free from growth-inhibiting brush, weed, and excessive tree competition, and young trees must be at least as high as competing brush (native deciduous species, especially flowering shrubs and trees), with 1 m of free-growing space around their tops. This has led to young stands with no underbrush for RUHU habitat. Standard forest management does not allow seral flowers to achieve greater abundance. Even with 2 years of extensive wild fires that will promote RUHU habitat, we will likely have work programs to facilitate more vegetation management to the detriment of RUHU.",3,PIFTC-02,"specialized habitat: shrubby/weedy areas in mountains of central mexico, limited by grazing, agriculture and forest management (Panjabi)",5,BBS7017,,-2.07,BBS7017,-2.47,-1.68,-2.32,-1.83,1.45,370,-62.24,-67.52,-54.25,34,13,14,14,Watch List - Yel-D,NT,,,Pacific North America,Mesoamerican Highlands,Forests:  Temperate Western,,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland
346,Allen's Hummingbird,Selasphorus sasin,landbird,Apodiformes,Trochilidae,,0,1,1,0,PM,,,3,PIFcalc19,,"1,500,000",1500000,"1,500,000",1500000,2010.5,PIFcalc19,,100,98.47244263,100,100,PIFcalc19,5,31371,Natureserve 3.0,,5,42461,Natureserve 3.0,,3,PIFTC-02,"CB-human disturbance, coastal habitat under intense pressure, eucalyptus and riparian problems, not as adapted to urban as Anna's (CAFS).",3,PIFTC-02,"restricted winter range in W Mex montane forests -- no threats from logging or fire management? (KVR);  same as rufous hummer; occurs mostly in forested landscapes where brushy/weedy regeneration is occuring, probably should be 3 due to intensification of agriculture, forestry (Panjabi)",5,BBS7017,,-3.51,BBS7017,-4.62,-2.45,-4.19,-2.93,1.77,57,-78.45,-87.46,-66.93,17,16,16,16,Watch List - Yel-D,LC,yes,,Pacific North America,Mesoamerican Highlands,Aridlands:  Chaparral,,Forests:  Mesoamerican Pine-Oak,Aridlands:  Chaparral
347,Volcano Hummingbird,Selasphorus flammula,landbird,Apodiformes,Trochilidae,,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,4620,NatureServe,,5,4620,NatureServe,,3,PIF CAW 2014,cambio climático; incendios,3,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Tundra:  Paramo,,Tundra:  Paramo,
348,Glow-throated Hummingbird,Selasphorus ardens,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,2295,NatureServe,,5,2295,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,19,19,19,Watch List - Red,EN,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
373,Black-bellied Hummingbird,Eupherusa nigriventris,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,14383,NatureServe,,5,14383,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
374,White-tailed Emerald,Elvira chionura,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,9642,NatureServe,,5,9642,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
375,Coppery-headed Emerald,Elvira cupreiceps,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,5241,NatureServe,,5,5241,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
376,Snowcap,Microchera albocoronata,landbird,Apodiformes,Trochilidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,76657,NatureServe,,5,76657,NatureServe,,4,PIF CAW 2014,requiere hábitat especializada; puede ser afectada por el cambio clímatica,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,18,18,18,Watch List - Red,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
377,White-vented Plumeleteer,Chalybura buffonii,landbird,Apodiformes,Trochilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,512538,NatureServe,,3,512538,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
378,Bronze-tailed Plumeleteer,Chalybura urochrysia,landbird,Apodiformes,Trochilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,199106,NatureServe,,4,199106,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Red,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
379,Mexican Woodnymph,Thalurania ridgwayi,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,5,22004,Natureserve 3.0,,5,22004,Natureserve 3.0,,4,MX-NSAC,global score should reflect regional experts' opinion.,4,MX-NSAC,moderate habitat loss,4,MX-NSAC-12,"MX endemic, all regions score PT=4",,,,,,,,,,,,,18,18,18,Watch List - Red,VU,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
380,Crowned Woodnymph,Thalurania colombica,landbird,Apodiformes,Trochilidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,3,454975,NatureServe,,3,454975,NatureServe,,4,PIF CAW 2014,es abundante,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
381,White-bellied Emerald,Amazilia candida,landbird,Apodiformes,Trochilidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,3,429028,Natureserve 3.0,,3,440326,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,2,MX-NSAC,tolerant of disturbance,3,PIF CAW 2014,"core regions in Mexico (SECL, SEPL) score PT=4; given preference for forest edge and clearings in Panama",,,,,,,,,,,,,12,11,12,,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
382,Honduran Emerald,Amazilia luciae,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,"Study by Zamorano University found the species occurred in other habitats besides dry forest; estimated population at ~100,000 (Komar, pers. comm.m.); publication in prep. (2016) (CAW);",,,,,,,,,,,,,5,,PIF CAW-14,,5,,PIF CAW-14,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,EN,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
383,Blue-chested Hummingbird,Amazilia amabilis,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,295969,NatureServe,,4,295969,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Red,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
384,Charming Hummingbird,Amazilia decora,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,13186,NatureServe,,5,13186,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
385,Mangrove Hummingbird,Amazilia boucardi,landbird,Apodiformes,Trochilidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,1675,NatureServe,,5,1675,NatureServe,,5,PIF CAW 2014,su hábitat de manglar es muy suseptible,5,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,20,20,20,Watch List - Red,EN,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Coasts:  Mangroves,,Coasts:  Mangroves,
386,Azure-crowned Hummingbird,Amazilia cyanocephala,landbird,Apodiformes,Trochilidae,,0,0,1,1,R,,,3,PIF CAW 2016,score change from 4 to 3 recommended by Central Americans in 2016,,,,,,,,,,,,,3,305068,Natureserve 3.0,,3,305068,Natureserve 3.0,,2,MX-NSAC,,2,MX-NSAC,tolerant of disturbance,3,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,,Forests:  Mesoamerican Pine-Oak,
387,Berylline Hummingbird,Amazilia beryllina,landbird,Apodiformes,Trochilidae,,0,0,1,1,R,,,3,PIFTC-02–PS-g midpoint,,"2,000,000",2000000,,,,,,,,,,,3,608878,Natureserve 3.0,,3,608878,Natureserve 3.0,,3,PIFSC-15,primarily uses native pine-oak and deciduous forests - should be same as other species in that habitat (KVR),2,PIFTC-02,tolerant of disturbance,2,PIF CAW 2014,"A species probably benefiting from urban gardens, and in some places apparently increasing; occupies human-altered habitats",,,,,,,,,,,,,11,10,11,,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Dry,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Dry
388,Blue-tailed Hummingbird,Amazilia cyanura,landbird,Apodiformes,Trochilidae,,0,0,1,1,R,,,4,PIF CAW 2016,"Hay >50,000 en Sierra Madre de Chiapas y Guatemala (CAW); score change from 5 to 4 recommended by Central Americans in 2016",,,,,,,,,,,,,5,59455,Natureserve 3.0,,5,59455,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,slight to moderate decline expected in MX,3,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
389,Blue-vented Hummingbird,Amazilia hoffmanni,landbird,Apodiformes,Trochilidae,Formerly considered conspecific with Amazilia saucerottei.,0,0,0,1,R,,,4,PIF CAW 2016; BirdLife 2019; Bird Conservancy of the Rockies 2020,"Shaw 2020: split off from Steely-vented Hummingbird (A. saucerottei), so multiplied % of range (from BirdLife 2019 shapefile) by the rounded geometric midpoint of pop estimate range for PS-g = 3 previously assigned to A. saucerottei s.l.",,,,,,,,,,,,,5,47013,BirdLife 2019; Bird Conservancy of the Rockies 2020,Shaw 2020: used the Central American polygon from BirdLife's shapefile for A. saucerottei s.l.,5,47013,BirdLife 2019; Bird Conservancy of the Rockies 2020,Shaw 2020: used the Central American polygon from BirdLife's shapefile for A. saucerottei s.l.,3,PIF CAW 2014,en Costa Rica no hay muchos amenazas,3,PIF CAW 2014,,4,PIF CAW 2014,en Costa Rica no ha diminuido tanto como en Nicaragua,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,yes,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
392,Buff-bellied Hummingbird,Amazilia yucatanensis,landbird,Apodiformes,Trochilidae,,0,1,1,1,PM,,,3,PIFcalc19,,"610,000",610000,"110,000",110000,2010.5,PIFcalc19,,100,17.80011559,17.80012,17.80011559,"eBrd17(UsCa,WHem)",3,390162,Natureserve 3.0,,3,400302,Natureserve 3.0,"Remove 175,000 km2 = U.S. winter range; NS maps large coastal swath of TX, LA, MS, AL, and FL panhandle as regular non-breeding range; Nat Geo Complete birds of North America shows this area as ""irregular or irruptive rangeKen comment: Remove 175,000 km2",2,PIFTC-02,how dependent  on native Tamaulipan scrub habitat for breeding?? (KVR),2,PIFTC-02,tolerant of disturbance,3,MX-NSAC 2008,,,,,,,,,,,,,,11,11,11,,LC,yes,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
911,Belted Kingfisher,Megaceryle alcyon,landbird,Coraciiformes,Alcedinidae,,1,1,1,1,PM,,,3,PIFcalc19,"PIFSC-20: eBird picks up non-breeders south of the border, so overrode eBird % Breeding Pop in US & Canada with 100% and used US/Canada estimate as global estimate","1,800,000",1800000,"1,800,000",1800000,2010.5,PIFcalc19,,100,100,100,100,bbs0514(UsCa),1,13949116,Natureserve 3.0,,1,10303824,Natureserve 3.0,,2,PIFTC-02,DD='no known threats to breeding population or habitats..,2,PIFTC-02,DD='no known threats to non-breeding population or habitats.,4,BBS7017,,-1.41,BBS7017,-1.56,-1.22,-1.50,-1.29,0.28,3052,-48.51,-52.80,-43.88,,10,10,10,,LC,,,Nearctic,Widespread,Wetlands:  Generalist,,Wetlands:  Generalist,Coasts:  Saltmarsh
547,Common Murre,Uria aalge,waterbird,Charadriiformes,Alcidae,,1,1,0,0,PM,,,2,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"12,000,000",12000000,"7,400,000",7400000,2001,BNA Ainley et al. 2002,,,,,,,2,1440000,BirdLife 2015,,1,7749598,"Natureserve, with ocular estimate of range in W Hemishpere based on BirdLife map",,3,Hunter-Rosenberg 2003,"new elevated threats to alcids from overfishing, climate change?? (KVR)",3,Hunter-Rosenberg 2003,,4,CBC7017,"Easton 2020: larger Atlantic colonies appear to be increasing (colony counts).  Shaw 2020: Declines elsewhere.  Thomas and Lyons 2017 found that in Washington State, abundance remained lower in 2015 than in the late 1970’s in spite of recent increases.  Dragoo et al. 2019 shows huge annual decreases (-9.2% Cape Pierce, -8.0% Chisek I., -5.2% Round I., -3.6% St. Paul I., -2.7% Gull I., -2.0 St. George I., over 1990's-present except for data available back to 1970's for St. Paul & St. George Islands) in AK.  Piatt et al. 2020 estimated 1 million birds starved, of which 2/3 were breeding adults, from 2015-2016 from CA to AK.",-0.96,CBC7017,-2.57,0.72,-1.89,-0.01,21.17,188,-31.71,-68.37,36.68,,11,10,11,,LC,,,Nearctic,Nearctic,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Coasts:  Marine Waters,
440,Sungrebe,Heliornis fulica,waterbird,Gruiformes,Heliornithidae,Monotypic.,0,0,1,1,R,,,3,PIF CAW 2016,Solo esta en riachuelos (CAW);,,,,,,,,,,,,,1,8844397,Natureserve,,1,8844397,Natureserve,,3,MX-NSAC,,3,MX-NSAC,,4,PIF CAW 2014,unknown,,,,,,,,,,,,,11,11,11,,LC,,,Neotropical,Neotropical,Wetlands:  Lakes and Rivers,,Wetlands:  Lakes and Rivers,
441,Limpkin,Aramus guarauna,waterbird,Gruiformes,Aramidae,,0,1,1,1,R,,,3,"WPE5, BirdLife 2015","missing data for ssp. elucus.  2005-2011 best guess for ssp. guarauna, 2005 for ssp. dolosus, 2005-2006 for ssp. pictus.  1,008,750-1,029,800 (WPE5).  Assuming the estimates represent breeding adults.",">1,000,000",1000000,"9,000",9000,1994,BNA Bryan 2002,,100,,,,"eBrd17(UsCa,WHem)",1,12254998,Natureserve,,1,12254998,Natureserve,,3,Waterbird Working Group 2017,,3,Waterbird Working Group 2017,,3,PIF CAW 2014,probably stable (MX-NSAC); florida and hispaniola pops still warrant some caution.  PIFSC-19: CBC supports this score but covers a minority of the population.,-1.61,CBC7017*,-5.18,1.80,-3.74,0.47,2.73,71,-27.44,-83.48,156.07,,10,10,10,,LC,,,Neotropical,Neotropical,Wetlands:  Lakes and Rivers,Wetlands:  Freshwater Marsh,Wetlands:  Lakes and Rivers,Wetlands:  Freshwater Marsh
442,Sandhill Crane,Antigone canadensis,waterbird,Gruiformes,Gruidae,,1,1,1,0,M,,,3,"BNA2014, bbs0514(BBS), eBrd17(WHem), PIF(Glob)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"560,000",560000,"500,000",500000,2010.5,BNA Gerber et al. 2014,,90,,,,"bbs0514(BBS), eBrd17(WHem), PIF(Glob)",1,9157548,"Natureserve, with Old World extrapolation",,2,1334290,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,2,Waterbird Working Group 2017,expanding everywhere; except for mississippi pops which are declining; FL sandhills are expanding 'like crazy'; breeding in urban and suburban areas (Waterbird working group 2017),2,Waterbird Working Group 2017,use of croplands,1,BBS7017,"mid-continent pop may be having some problems; but overall PT=1.  Shaw 2020: CBC supports this score (annual trend 2.0567%).  We don't know if the trend is as positive in populations breeding north of the BBS coverage area, which may explain the discrepancies between the two trend estimates.",5.11,BBS7017,4.55,5.65,4.78,5.45,0.92,778,906.02,705.38,1212.32,,7,8,8,,LC,,w,Nearctic,Nearctic,Wetlands:  Generalist,,Wetlands:  Generalist,
586,Ring-billed Gull,Larus delawarensis,waterbird,Charadriiformes,Laridae,Monotypic.,1,1,1,1,M,,,3,"PIFcalc19, bbs0514(BBS), eBrd17(WHem)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"3,800,000",3800000,"3,700,000",3700000,2010.5,PIFcalc19,,100,,,,"bbs0514(BBS), eBrd17(WHem)",1,5378081,Natureserve,,1,4298264,Natureserve,,1,Hunter-Rosenberg 2003,,1,Hunter-Rosenberg 2003,,1,BBS7017,,1.54,BBS7017,0.94,2.21,1.18,1.93,27.86,1269,103.31,51.93,169.92,,6,6,6,,LC,yes,w,Nearctic,Nearctic,Wetlands:  Generalist,,Wetlands:  Lakes and Rivers,Coasts:  Beach and Estuary
618,Common Tern,Sterna hirundo,waterbird,Charadriiformes,Laridae,,1,1,1,1,M,,,3,"PIFcalc19, bbs0514(BBS), eBrd17(WHem), PIF(Glob)",extrapolated from US/Canada estimate from first source listed using %US/Canada estimated from the other source(s) listed,"2,800,000",2800000,"470,000",470000,2010.5,PIFcalc19,,20,,,,"bbs0514(BBS), eBrd17(WHem), PIF(Glob)",1,16000000,BirdLife 2015,,1,23728090,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,Waterbird Working Group 2017,gulf and atlantic populations are more highly threatened (Waterbird working group 2017),2,Waterbird Working Group 2017,,5,BBS7017,Rosenberg 2019: BBS trend and score reflect consistent declines throughout range.  Waterbird Working Group 2017: not sure what Kushlan et al. based trend on; but BBS generally is agreement with local data at least in U.S.; steep declines in Southeast.,-2.10,BBS7017,-3.48,-0.38,-2.94,-1.13,0.59,249,-59.79,-79.44,-7.49,,12,11,12,CBSD,LC,,,Nearctic,Neotropical,Coasts:  Beach and Estuary,Wetlands:  Lakes and Rivers,Coasts:  Beach and Estuary,Coasts:  Marine Waters
