AOS 60,Common Name,Scientific Name,group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size,Global Pop Size#,Pop Size_US-Ca,Pop Size_US-Ca#,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,%GL_WH-b,%WH_US-Ca-b,% Breeding Pop in US & Canada,% Breeding Pop in US & Canada#,%Pop_s,BD-g,BD area,BD-g_s,BD-g_com,ND-g,ND area,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,TN-c,TN-c_s,TN-c_com,PT-c,PT-c_s,PT-c_com,trend (%/yr),trend source,lcl_90%CI,ucl_90%CI,lcl_67%CI,ucl_67%CI,RA,DF,pop change,pop change 90% lcl,pop change 90% ucl,Half-Life,CCS-b,CCS-n,CCS-max,CI,IUCN Red List 2018,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
1024,Scarlet Macaw,Ara macao,landbird,Psittaciformes,Psittacidae,,0,0,1,1,R,,,4,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,,,,,,,,,1,6738139,Natureserve 3.0,,1,6738139,Natureserve 3.0,Amazonian range looks generous,5,MX-NSAC,,5,MX-NSAC,"habitat loss, capture for trade",5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1026,Blue-and-yellow Macaw,Ara ararauna,landbird,Psittaciformes,Psittacidae,Monotypic.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,1,7804572,NatureServe,,1,7804572,NatureServe,,5,PIF CAW 2014,trafica; pérdida de hábitat,4,PIF CAW 2014,pérdida de hábitat,5,PIF CAW 2014,,,,,,,,,,,,,,14,13,14,Watch List - Yel-D,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1027,Green Parakeet,Psittacara holochlorus,landbird,Psittaciformes,Psittacidae,,0,1,1,1,R,,,4,MX-NSAC-19–PS-g midpoint,,"200,000",200000,"<2,500",2500,,PIFSC-16,,100,,,,"eBrd17(UsCa,WHem)",4,240229,Natureserve 3.0; MX-NSAC-19,,4,240229,Natureserve 3.0; MX-NSAC-19,,4,MX-NSAC-19,,4,MX-NSAC-19,"capture for trade, habitat loss",4,MX-NSAC-19,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,yes,,Mesoamerica,Mesoamerica,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1029,Pacific Parakeet,Psittacara strenuus,landbird,Psittaciformes,Psittacidae,,0,0,1,1,R,,,5,PIF CAW 2016,"Se estimaron menos de 25,000 (CAW); score change from 4 to 5 recommended by Central Americans in 2016",,,,,,,,,,,,,4,90946,Natureserve 3.0,,4,90946,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; capture for trade,4,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1030,Crimson-fronted Parakeet,Psittacara finschi,landbird,Psittaciformes,Psittacidae,Monotypic.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,115116,NatureServe,,4,115116,NatureServe,,1,PIF CAW 2014,,1,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,10,10,10,,LC,yes,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1071,Great Antshrike,Taraba major,landbird,Passeriformes,Thamnophilidae,,0,0,1,1,R,,,2,PIF CAW 2016,score change from 3 to 2 recommended by Central Americans in 2016,,,,,,,,,,,,,1,12815681,Natureserve 3.0,,1,12815681,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,second growth and forest edge in primary forest,3,PIF CAW 2014,,,,,,,,,,,,,,9,9,9,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1084,Slaty Antwren,Myrmotherula schisticolor,landbird,Passeriformes,Thamnophilidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,490764,Natureserve 3.0,,3,490764,Natureserve 3.0,,4,MX-NSAC,Grupo CA-sur: amenazas de 5 es demasiado alta (PIF CAW),4,MX-NSAC,restricted in elevation; primary forest; endanger of extirpation from Mexico,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Montane Evergreen,Forests:  Tropical Lowland Evergreen
1085,Checker-throated Antwren,Epinecrophylla fulviventris,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,280375,NatureServe,,4,280375,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Red,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1086,Rufous-winged Antwren,Herpsilochmus rufimarginatus,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,2,3098957,NatureServe,,2,3098957,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,Watch List - Yel-D,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1087,Dot-winged Antwren,Microrhopias quixensis,landbird,Passeriformes,Thamnophilidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,1,4116974,Natureserve 3.0,,1,4116974,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses primary forest,4,PIF CAW 2014,"dependent on humid lowland forests in MX and C.A., where extensive habitat loss and fragmentation has occurred; like virtually all antbirds, highly sensitive to fragmentation",,,,,,,,,,,,,12,12,12,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1088,White-fringed Antwren,Formicivora grisea,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,6007249,NatureServe,,1,6007249,NatureServe,,4,PIF CAW 2014,incertidumbre en tenencia de tierra,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,CBSD,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1089,Rufous-rumped Antwren,Euchrepomis callinota,landbird,Passeriformes,Thamnophilidae,Formerly placed in the genus Terenura.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,62732,NatureServe,,5,62732,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1090,Dusky Antbird,Cercomacroides tyrannina,landbird,Passeriformes,Thamnophilidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,2,3176374,Natureserve 3.0,,2,3176374,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,severe habitat loss; uses primary forest and second growth,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1091,Jet Antbird,Cercomacra nigricans,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,546144,NatureServe,,3,546144,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1092,Bare-crowned Antbird,Gymnocichla nudiceps,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,356290,NatureServe,,3,356290,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1093,White-bellied Antbird,Myrmeciza longipes,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,2,1405668,NatureServe,,2,1405668,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Dry,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry,Forests:  Tropical Lowland Evergreen
1094,Chestnut-backed Antbird,Myrmeciza exsul,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,356302,NatureServe,,3,356302,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1095,Dull-mantled Antbird,Myrmeciza laemosticta,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,147262,NatureServe,,4,147262,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1096,Zeledon's Antbird,Myrmeciza zeledoni,landbird,Passeriformes,Thamnophilidae,Formerly merged with Myrmeciza immaculata.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,210370,NatureServe,,4,210370,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1097,Spotted Antbird,Hylophylax naevioides,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,362775,NatureServe,,3,362775,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1098,Wing-banded Antbird,Myrmornis torquata,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,2,3116273,NatureServe,,2,3116273,NatureServe,,5,PIF CAW 2014,suceptible a fragmentación; especializada,5,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1099,Bicolored Antbird,Gymnopithys bicolor,landbird,Passeriformes,Thamnophilidae,Formerly considered conspecific with Gymnopithys leucaspis.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,2,1536262,NatureServe,,2,1536262,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-D,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1100,Ocellated Antbird,Phaenostictus mcleannani,landbird,Passeriformes,Thamnophilidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,245158,NatureServe,,4,245158,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1108,Silvery-fronted Tapaculo,Scytalopus argentifrons,landbird,Passeriformes,Rhinocryptidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,15621,NatureServe,,5,15621,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1109,Black-faced Antthrush,Formicarius analis,landbird,Passeriformes,Formicariidae,,0,0,1,1,R,,,2,Gomez-Panjabi,,,,,,,,,,,,,,1,6026541,Natureserve 3.0,,1,6026541,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses primary forest,4,PIF CAW 2014,"restricted to lowland and foothill humid forest, sensitive to fragmentation; status of habitat in C.A. similar to Mexico",,,,,,,,,,,,,11,11,11,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1110,Black-headed Antthrush,Formicarius nigricapillus,landbird,Passeriformes,Formicariidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,107795,NatureServe,,4,107795,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1148,Beautiful Treerunner,Margarornis bellulus,landbird,Passeriformes,Furnariidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,484,NatureServe,,5,484,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,19,19,19,Watch List - Red,NT,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1149,Ruddy Treerunner,Margarornis rubiginosus,landbird,Passeriformes,Furnariidae,,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,5635,NatureServe,,5,5635,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1150,Double-banded Graytail,Xenerpestes minlosi,landbird,Passeriformes,Furnariidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,108472,NatureServe,,4,108472,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1151,Red-faced Spinetail,Cranioleuca erythrops,landbird,Passeriformes,Furnariidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,70458,NatureServe,,5,70458,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1152,Coiba Spinetail,Cranioleuca dissita,landbird,Passeriformes,Furnariidae,Formerly considered conspecific with Cranioleuca vulpina.,0,0,0,1,R,,,5,PIF CAW 2016,found only on coiba island; recent split from rusty-backed spinetail (CAW),,,,,,,,,,,,,1,,Panjabi-17,,1,5735081,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,NT,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Islands:  Terrestrial Habitats,,Islands:  Terrestrial Habitats,
1153,Pale-breasted Spinetail,Synallaxis albescens,landbird,Passeriformes,Furnariidae,,0,0,0,1,R,,,1,PIF CAW 2016,,,,,,,,,,,,,,1,9914795,NatureServe,,1,9914795,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,6,6,6,,LC,,,Neotropical,Neotropical,Open Country:  Habitat Mosaic,,Open Country:  Habitat Mosaic,
1154,Slaty Spinetail,Synallaxis brachyura,landbird,Passeriformes,Furnariidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,402185,NatureServe,,3,402185,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Montane Evergreen,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Montane Evergreen
1155,Rufous-breasted Spinetail,Synallaxis erythrothorax,landbird,Passeriformes,Furnariidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,360041,Natureserve 3.0,,3,360041,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,3,MX-NSAC,tolerant of disturbance,3,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1222,Yellow-bellied Tyrannulet,Ornithion semiflavum,landbird,Passeriformes,Tyrannidae,Monotypic.,0,0,1,1,R,,,4,Gomez-Panjabi.  PIF CAW 2016,Están en selvas humedas y presionadas (CAW);,,,,,,,,,,,,,4,257003,Natureserve 3.0,,4,257003,Natureserve 3.0,,3,MX-NSAC,TB=3 probably more appropriate given use of edge and disturbed areas.,3,MX-NSAC,severe habitat loss; uses primary forest,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1203,Sepia-capped Flycatcher,Leptopogon amaurocephalus,landbird,Passeriformes,Tyrannidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,1,8085228,Natureserve 3.0,,1,8085228,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses primary forest,5,PIF CAW 2014,Restricted to humid forests within C.A. range; loss of such forests has been extensive in C.A.; MX regional experts score PT=5 in SECL,,,,,,,,,,,,,13,13,13,Watch List - Yel-D,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1204,Slaty-capped Flycatcher,Leptopogon superciliaris,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,3,617865,NatureServe,,3,617865,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1205,Yellow-green Tyrannulet,Phylloscartes flavovirens,landbird,Passeriformes,Tyrannidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,17326,NatureServe,,5,17326,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,18,18,18,Watch List - Red,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1111,Rufous-breasted Antthrush,Formicarius rufipectus,landbird,Passeriformes,Formicariidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,166348,NatureServe,,4,166348,NatureServe,,4,PIF CAW 2014,puede ser afectado por cambio climático,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1209,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,471778,NatureServe,,3,471778,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1210,Pale-eyed Pygmy-Tyrant,Lophotriccus pilaris,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,815689,NatureServe,,3,815689,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1211,Northern Bentbill,Oncostoma cinereigulare,landbird,Passeriformes,Tyrannidae,Monotypic.,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,3,584179,Natureserve 3.0,,3,584179,Natureserve 3.0,,3,MX-NSAC,"humid to semi-humid forests and woodlands. regions score as 3 and 4, global score of 3 seems more appropriate.",3,MX-NSAC,probably not threatened,4,PIF CAW 2014,C.A. endemic; forest-dependent; loss of lowland forest in rest of C.A. is similar to Mexico,,,,,,,,,,,,,13,13,13,,LC,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1212,Southern Bentbill,Oncostoma olivaceum,landbird,Passeriformes,Tyrannidae,Monotypic.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,226170,NatureServe,,4,226170,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1213,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,landbird,Passeriformes,Tyrannidae,,0,0,1,1,R,,,3,PIF CAW 2016,score change from 4 to 3 recommended by Central Americans in 2016,,,,,,,,,,,,,2,1913020,Natureserve 3.0,,2,1913020,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,"uses second-growth, clearings",4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1214,Common Tody-Flycatcher,Todirostrum cinereum,landbird,Passeriformes,Tyrannidae,,0,0,1,1,R,,,2,Gomez-Panjabi,,,,,,,,,,,,,,1,8090504,Natureserve 3.0,,1,8090504,Natureserve 3.0,,2,MX-NSAC,,2,MX-NSAC,"uses second-growth, clearings",2,PIF CAW 2014,,,,,,,,,,,,,,7,7,7,,LC,yes,,Neotropical,Neotropical,Open Country:  Habitat Mosaic,,Open Country:  Habitat Mosaic,
1215,Black-headed Tody-Flycatcher,Todirostrum nigriceps,landbird,Passeriformes,Tyrannidae,Monotypic.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,400457,NatureServe,,3,400457,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1216,Brownish Twistwing,Cnipodectes subbrunneus,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,2,1957696,NatureServe,,2,1957696,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-D,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1217,Eye-ringed Flatbill,Rhynchocyclus brevirostris,landbird,Passeriformes,Tyrannidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,579420,Natureserve 3.0,,3,579420,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,moderate habitat loss,4,PIF CAW 2014,"humid-forest specialist that has likely declined with loss of this habitat throughout Central America; Some populations have undergo undetected along the Sierra Madre Oriental (Rojas-Soto et al. 2002, Sanchez-Gonzalez y Lopez de Aquino 2006)",,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1218,Olivaceous Flatbill,Rhynchocyclus olivaceus,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,1,5707294,NatureServe,,1,5707294,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1219,Yellow-olive Flycatcher,Tolmomyias sulphurescens,landbird,Passeriformes,Tyrannidae,,0,0,1,1,R,,,2,Gomez-Panjabi,,,,,,,,,,,,,,1,12488612,Natureserve 3.0,,1,12488612,Natureserve 3.0,,2,MX-NSAC,,2,MX-NSAC,tolerant of disturbance,4,PIF CAW 2014,"mostly forest-dependent, and as such as probably declined due to widespread deforestation; regional experts score PT=4 in SECL and SEPL",,,,,,,,,,,,,9,9,9,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1220,Yellow-margined Flycatcher,Tolmomyias assimilis,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,2,PIF CAW 2016,probably will be split in future (CAW),,,,,,,,,,,,,1,6098440,NatureServe,,1,6098440,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,9,9,9,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
